KO01	KO02	KO03	WT01	WT02	WT03
BMP3!ENSG00000152785.6	1095	798	417	708	858	602
HNRNPDL!ENSG00000152795.17	18031	14330	10783	15161	15652	15937
HHEX!ENSG00000152804.10	486	440	295	301	337	361
UTRN!ENSG00000152818.18	568	422	360	610	731	512
GRM1!ENSG00000152822.13	2	1	0	1	2	2
PTPRK!ENSG00000152894.14	0	0	0	0	0	0
GGPS1!ENSG00000152904.11	1527	1249	891	1643	1885	1801
CNTNAP4!ENSG00000152910.18	1444	1143	863	1015	1056	902
ZNF117!ENSG00000152926.14	655	486	319	772	829	652
RAB3C!ENSG00000152932.7	0	0	0	0	0	0
LMNTD1!ENSG00000152936.10	0	0	0	0	0	0
MARVELD2!ENSG00000152939.14	241	223	184	246	238	261
RAD17!ENSG00000152942.18	3371	2655	1761	3007	3188	3054
MED21!ENSG00000152944.8	1806	1519	828	1444	1609	1452
PLOD2!ENSG00000152952.11	6	5	2	3	2	2
STK32B!ENSG00000152953.12	2	4	1	4	4	3
NRSN1!ENSG00000152954.11	0	0	0	0	0	0
JAKMIP1!ENSG00000152969.16	1	3	0	0	0	0
ZIC1!ENSG00000152977.9	0	0	0	0	0	0
ADGRA3!ENSG00000152990.13	0	0	0	0	0	1
CPB1!ENSG00000153002.11	0	0	0	1	0	1
SREK1IP1!ENSG00000153006.14	3085	2384	1536	2548	2647	2478
LGI2!ENSG00000153012.11	1	0	0	0	0	0
CWC27!ENSG00000153015.15	3544	2812	2164	2474	2645	2927
MR1!ENSG00000153029.14	2179	1796	1445	1561	1802	1595
SRP19!ENSG00000153037.13	762	552	375	643	648	586
CENPH!ENSG00000153044.9	2135	1627	1235	1720	1788	1809
CDYL!ENSG00000153046.17	2892	2605	1964	2035	2185	2296
CARHSP1!ENSG00000153048.10	4015	3591	2993	1965	2258	2642
TEKT5!ENSG00000153060.7	0	3	2	1	1	1
BANK1!ENSG00000153064.11	1170	985	680	895	999	946
TXNDC11!ENSG00000153066.12	7213	6638	5023	5226	5637	5882
DAB2!ENSG00000153071.14	0	0	0	0	0	0
ACMSD!ENSG00000153086.13	2	1	0	2	2	0
ACOXL!ENSG00000153093.18	35	55	46	47	33	42
BCL2L11!ENSG00000153094.21	11979	10118	7745	8097	8711	9065
ANAPC1!ENSG00000153107.11	2289	1860	1490	1758	1944	1802
CAST!ENSG00000153113.23	7419	6072	4609	5579	6470	5988
SCOC!ENSG00000153130.17	2053	1396	610	1999	2158	1652
CLGN!ENSG00000153132.12	1234	980	568	956	1051	925
CETN3!ENSG00000153140.8	750	519	329	571	563	612
SMARCA5!ENSG00000153147.5	22969	17405	12448	17476	18867	17467
SYCP2L!ENSG00000153157.12	12	11	9	7	6	13
BMP6!ENSG00000153162.8	176	182	142	162	204	207
RGPD3!ENSG00000153165.18	0	1	1	1	0	0
RASSF3!ENSG00000153179.11	4985	4040	2845	4042	4384	4134
HNRNPU!ENSG00000153187.16	61222	49036	37216	43617	46139	48728
RANBP2!ENSG00000153201.15	7987	6233	4889	5845	6503	5663
AHCTF1!ENSG00000153207.14	5944	4781	3271	4668	5130	4570
MERTK!ENSG00000153208.16	4	4	2	5	6	5
TMEM87B!ENSG00000153214.9	847	735	437	782	832	827
OR14K1!ENSG00000153230.4	0	0	0	0	0	0
PTPRR!ENSG00000153233.12	8	8	1	0	6	4
NR4A2!ENSG00000153234.13	13	13	9	19	11	16
CCDC148!ENSG00000153237.17	7	4	0	7	2	2
PLA2R1!ENSG00000153246.11	1	1	0	0	1	2
RBMS1!ENSG00000153250.17	327	272	211	252	275	264
SCN3A!ENSG00000153253.15	5	11	5	11	7	7
FEZF2!ENSG00000153266.12	0	2	2	0	0	0
CD96!ENSG00000153283.12	18	18	9	25	24	28
SLC25A27!ENSG00000153291.15	565	483	279	694	678	620
ADGRF1!ENSG00000153292.15	0	0	0	0	0	0
ADGRF4!ENSG00000153294.11	0	0	0	0	1	0
FRMD1!ENSG00000153303.16	0	0	0	0	0	0
FAM49B!ENSG00000153310.18	9396	7159	4732	7635	8527	8243
ASAP1!ENSG00000153317.14	2628	2442	2195	1907	2219	2160
TRAPPC8!ENSG00000153339.13	9110	7139	4750	7124	7439	6726
FAM81B!ENSG00000153347.9	2	0	0	1	0	1
INO80C!ENSG00000153391.15	1704	1470	984	1120	1286	1330
LPCAT1!ENSG00000153395.9	10557	8407	5898	8427	8894	10810
PLEKHG4B!ENSG00000153404.13	10	5	2	2	5	5
NMRAL1!ENSG00000153406.13	1589	1442	1147	1165	1275	1485
UBALD1!ENSG00000153443.12	2755	2786	2844	1979	2121	2907
C16orf89!ENSG00000153446.15	3	2	3	2	2	2
TMEM251!ENSG00000153485.5	361	233	106	322	313	290
ING1!ENSG00000153487.12	2068	1755	1415	1374	1618	1814
TEX29!ENSG00000153495.10	12	15	6	14	17	12
SPACA7!ENSG00000153498.11	0	0	0	0	0	0
ADPRHL1!ENSG00000153531.13	579	510	481	327	431	453
CMTM7!ENSG00000153551.13	445	374	290	245	308	320
FBXL2!ENSG00000153558.13	27	32	22	41	41	35
UBP1!ENSG00000153560.11	11587	9472	7371	8402	9428	9949
RMND5A!ENSG00000153561.12	12370	9358	5905	7955	8788	8259
CD8A!ENSG00000153563.15	49	36	42	34	57	55
RPIA!ENSG00000153574.8	2744	2073	1328	2073	2315	2560
GOLGA8F!ENSG00000153684.14	0	0	0	0	0	0
PTPRD!ENSG00000153707.15	0	0	1	1	1	0
LURAP1L!ENSG00000153714.5	0	0	0	0	0	0
CNKSR3!ENSG00000153721.17	3	2	0	0	0	1
GTF2E1!ENSG00000153767.9	1419	1172	886	1184	1309	1354
CFDP1!ENSG00000153774.8	1497	1179	782	1128	1217	1531
TGIF2LX!ENSG00000153779.9	0	0	0	0	0	0
ZDHHC7!ENSG00000153786.12	3177	2685	2035	2403	2635	2970
FAM92B!ENSG00000153789.12	0	0	0	0	0	0
C7orf31!ENSG00000153790.11	443	428	412	342	393	464
TMPRSS11D!ENSG00000153802.11	3	0	1	1	3	0
JAZF1!ENSG00000153814.11	1421	1420	1145	954	1063	1138
CMIP!ENSG00000153815.16	7039	6738	6231	4449	5285	5837
SPHKAP!ENSG00000153820.12	0	0	0	0	0	0
KCNJ16!ENSG00000153822.13	0	1	0	0	0	1
PID1!ENSG00000153823.18	0	0	0	0	0	0
TRIP12!ENSG00000153827.13	18027	13730	10597	14567	15848	15332
FBXO36!ENSG00000153832.11	91	87	55	75	88	95
CEBPG!ENSG00000153879.8	3331	2594	1767	2833	3078	2692
KCTD15!ENSG00000153885.14	48	54	24	51	71	54
ZNF599!ENSG00000153896.17	66	54	44	52	63	71
MCOLN2!ENSG00000153898.12	6305	5339	3529	5081	5278	5497
LGI4!ENSG00000153902.13	4	3	0	4	0	1
DDAH1!ENSG00000153904.18	176	160	132	143	176	146
SREK1!ENSG00000153914.15	6101	4975	3332	4832	5223	5255
CHD1!ENSG00000153922.10	7354	5711	3818	6428	6920	6355
ANKFN1!ENSG00000153930.10	33	19	25	26	33	36
DGKE!ENSG00000153933.9	2067	1567	1025	1694	1920	1625
HS2ST1!ENSG00000153936.16	5590	4198	2169	5655	6147	4654
MSI2!ENSG00000153944.10	20024	16663	11969	14211	16082	14479
CACNA2D1!ENSG00000153956.15	0	0	0	0	1	0
ZUFSP!ENSG00000153975.9	814	607	440	765	776	826
HS3ST3A1!ENSG00000153976.2	0	0	0	0	0	0
GDPD1!ENSG00000153982.10	108	92	72	101	111	104
NUS1!ENSG00000153989.7	2112	1577	1120	1566	1829	1801
SEMA3D!ENSG00000153993.13	0	0	1	0	0	1
PPP2R5E!ENSG00000154001.13	8470	6571	4925	6293	6835	6505
ASB17!ENSG00000154007.6	0	0	0	0	0	0
GRAP!ENSG00000154016.13	280	266	280	217	214	296
SLC5A10!ENSG00000154025.15	63	47	34	39	28	36
AK5!ENSG00000154027.18	2	3	3	2	5	1
CABYR!ENSG00000154040.20	5	3	4	0	0	1
IMPACT!ENSG00000154059.9	1083	847	592	887	950	818
ANKRD29!ENSG00000154065.16	1	0	1	0	3	3
SDHAF4!ENSG00000154079.5	256	214	149	196	218	240
CHST9!ENSG00000154080.12	4	5	2	0	0	4
THY1!ENSG00000154096.13	0	2	1	0	0	2
DNAAF1!ENSG00000154099.17	42	44	26	12	35	22
C16orf74!ENSG00000154102.10	1	4	2	2	0	1
TBCEL!ENSG00000154114.12	1647	1350	772	1215	1323	1117
JPH3!ENSG00000154118.12	92	76	94	39	63	64
ANKH!ENSG00000154122.12	2149	1948	1493	1919	2098	2185
OTULIN!ENSG00000154124.4	4569	3621	2233	3614	3923	3444
UBASH3B!ENSG00000154127.9	726	603	413	1003	1175	1110
ROBO4!ENSG00000154133.14	0	0	0	0	0	0
ROBO3!ENSG00000154134.14	13	8	11	12	9	12
PANX3!ENSG00000154143.2	0	0	0	0	0	0
TBRG1!ENSG00000154144.12	834	723	563	688	738	805
NRGN!ENSG00000154146.12	260	279	277	233	259	367
FAM134B!ENSG00000154153.13	10	7	2	5	12	12
CDH12!ENSG00000154162.13	1	0	0	1	1	0
GPR15!ENSG00000154165.4	23	13	8	12	15	26
TOMM70A!ENSG00000154174.7	9856	7898	5419	8965	9695	9931
ABI3BP!ENSG00000154175.16	50	57	36	29	42	41
ANGPT1!ENSG00000154188.9	0	0	0	0	0	0
PITPNC1!ENSG00000154217.14	3489	2838	2324	3186	3376	4193
CC2D1B!ENSG00000154222.14	2977	2699	2135	2152	2314	2730
CERS3!ENSG00000154227.13	13	4	4	4	7	4
PRKCA!ENSG00000154229.11	19793	16780	14528	12728	15369	14028
LRRK1!ENSG00000154237.12	25203	23794	19013	17716	20157	18743
CEP112!ENSG00000154240.16	277	216	158	352	364	400
GAL3ST2!ENSG00000154252.11	1	1	0	3	1	2
ABCA9!ENSG00000154258.16	78	76	49	81	81	67
ABCA6!ENSG00000154262.12	539	457	292	367	494	346
ABCA10!ENSG00000154263.17	25	16	14	27	22	26
ABCA5!ENSG00000154265.15	630	511	251	598	600	456
ENPP3!ENSG00000154269.14	3	5	2	9	16	6
C4orf19!ENSG00000154274.14	26	19	20	12	21	14
UCHL1!ENSG00000154277.12	27574	24184	21064	19677	21889	26081
MIA3!ENSG00000154305.16	4289	3480	2785	3373	3963	3750
DISP1!ENSG00000154309.8	175	124	120	84	123	120
TNIK!ENSG00000154310.16	3	2	1	1	1	1
FAM167A!ENSG00000154319.14	5028	4312	3980	3581	3970	4327
NEIL2!ENSG00000154328.15	648	585	412	519	647	612
PGM5!ENSG00000154330.12	3	4	2	3	3	2
WNT3A!ENSG00000154342.5	1	1	0	0	0	1
OBSCN!ENSG00000154358.19	161	147	139	225	274	289
LONRF1!ENSG00000154359.12	883	732	474	1492	1665	1484
TRIM11!ENSG00000154370.13	2264	2142	1657	1715	1969	2336
ENAH!ENSG00000154380.17	2030	1627	1317	1447	1685	1446
PPP1R3A!ENSG00000154415.7	13	15	10	18	12	15
CCSAP!ENSG00000154429.10	1010	829	510	989	1098	1012
ASZ1!ENSG00000154438.7	305	232	131	134	142	143
SH3RF1!ENSG00000154447.14	11	9	7	11	15	13
GBP5!ENSG00000154451.14	0	2	1	0	3	3
BUB3!ENSG00000154473.17	11057	9084	6289	9822	10458	10963
GPR26!ENSG00000154478.3	0	0	0	0	0	0
CCDC173!ENSG00000154479.12	11	13	6	18	9	14
MMP21!ENSG00000154485.4	1	3	0	3	1	2
C10orf90!ENSG00000154493.17	0	0	0	0	0	0
FAM69A!ENSG00000154511.11	2501	1938	1128	1826	2049	1899
ATP5G3!ENSG00000154518.9	9119	7591	5907	7842	8707	9410
CNTNAP3B!ENSG00000154529.14	0	0	0	0	0	0
MAGED4!ENSG00000154545.16	0	0	0	0	0	0
SRSF12!ENSG00000154548.8	6	2	3	6	3	5
PDLIM3!ENSG00000154553.13	10202	9215	6871	6986	8286	7912
SORBS2!ENSG00000154556.17	357	281	239	178	218	196
TCEB1!ENSG00000154582.16	2296	1779	1100	1729	1865	1901
LY96!ENSG00000154589.6	89	75	61	93	117	98
PSMA8!ENSG00000154611.14	2779	2092	1223	1737	1827	1606
TMSB4Y!ENSG00000154620.5	3	6	1	3	4	3
CXADR!ENSG00000154639.18	444	346	173	325	379	276
BTG3!ENSG00000154640.14	2096	1731	1057	1472	1642	1598
C21orf91!ENSG00000154642.10	2459	1897	1022	2135	2414	2033
CHODL!ENSG00000154645.13	41	41	18	50	43	32
TMPRSS15!ENSG00000154646.8	0	0	0	0	1	0
NCAM2!ENSG00000154654.14	1264	902	649	1041	985	1185
L3MBTL4!ENSG00000154655.14	23	24	20	122	140	80
PDE1C!ENSG00000154678.16	0	0	0	0	0	2
RABGEF1!ENSG00000154710.15	195	181	136	155	155	202
MRPL39!ENSG00000154719.13	3312	2709	1990	2581	2859	3150
JAM2!ENSG00000154721.14	103	87	61	75	97	110
ATP5J!ENSG00000154723.12	7658	7202	7013	5030	5651	7746
GABPA!ENSG00000154727.10	2724	2035	934	2030	2248	1797
ADAMTS1!ENSG00000154734.14	2	0	1	0	0	0
ADAMTS5!ENSG00000154736.5	0	0	0	0	0	0
TSEN2!ENSG00000154743.17	889	713	520	628	677	713
SLFN13!ENSG00000154760.13	2668	2242	1601	1944	2269	1934
WNT7A!ENSG00000154764.5	0	0	0	0	0	0
XPC!ENSG00000154767.14	2496	2148	1545	1871	2090	2199
CCDC174!ENSG00000154781.15	1056	909	748	837	896	894
FGD5!ENSG00000154783.10	2	1	0	1	0	0
FLCN!ENSG00000154803.12	1230	1146	868	959	1055	1094
DPH3!ENSG00000154813.9	1946	1476	852	1533	1741	1562
OXNAD1!ENSG00000154814.13	1225	933	753	993	1076	1172
PLCL2!ENSG00000154822.15	6974	5732	3803	4440	5278	4750
CXXC1!ENSG00000154832.14	3966	3683	2843	3017	3423	3951
SKA1!ENSG00000154839.9	4065	3179	2218	2844	3148	3419
PPP4R1!ENSG00000154845.15	2994	2327	1615	2620	2998	2838
APCDD1!ENSG00000154856.12	0	0	0	0	0	0
PIEZO2!ENSG00000154864.11	3311	2528	1964	2178	2725	1995
MPPE1!ENSG00000154889.16	425	328	229	315	336	323
USP43!ENSG00000154914.16	305	267	191	224	242	208
RAB6B!ENSG00000154917.10	264	218	185	221	216	219
EME1!ENSG00000154920.14	535	471	410	457	446	533
EPHB1!ENSG00000154928.16	2	0	0	0	0	3
ACSS1!ENSG00000154930.14	1448	1261	846	701	777	769
ANKRD40!ENSG00000154945.6	3996	3725	3036	2573	2596	2847
ZNF18!ENSG00000154957.13	370	294	215	263	261	314
CA10!ENSG00000154975.13	0	0	0	0	0	0
VOPP1!ENSG00000154978.12	3713	2879	2113	2552	2854	2849
SEPT14!ENSG00000154997.8	0	0	0	0	1	0
APOOL!ENSG00000155008.13	817	658	500	855	844	858
DKK2!ENSG00000155011.8	0	0	1	0	1	0
CYP2U1!ENSG00000155016.17	1627	1389	933	1083	1432	1106
RSPH10B!ENSG00000155026.16	2	1	1	1	2	3
FBXL18!ENSG00000155034.18	1433	1213	1109	1299	1610	1721
CNTNAP5!ENSG00000155052.14	0	0	1	0	0	0
PROM2!ENSG00000155066.15	2	1	1	0	0	3
AK9!ENSG00000155085.15	141	113	91	108	112	121
ODF1!ENSG00000155087.3	5	0	1	2	0	1
KLF10!ENSG00000155090.14	4275	3871	3293	2637	3122	3248
PTPRN2!ENSG00000155093.17	9	4	4	9	9	16
AZIN1!ENSG00000155096.13	16137	12648	8816	13072	14332	13166
ATP6V1C1!ENSG00000155097.11	8818	6911	5135	6009	6731	6483
TMEM55A!ENSG00000155099.7	297	246	228	229	236	221
OTUD6B!ENSG00000155100.10	2080	1489	849	1832	1857	1515
CDK19!ENSG00000155111.14	1483	1300	995	1151	1241	1145
GTF3C6!ENSG00000155115.6	1118	901	554	931	1062	1025
TTC39B!ENSG00000155158.20	41	19	21	26	42	27
AGPAT5!ENSG00000155189.11	5927	4542	2689	4785	5248	4648
MMS19!ENSG00000155229.20	3767	3399	2515	3224	3433	4052
OR4K1!ENSG00000155249.4	0	0	0	0	0	0
PI4K2A!ENSG00000155252.13	1633	1532	1354	1346	1419	1749
MARVELD1!ENSG00000155254.12	13	9	16	22	28	21
ZFYVE27!ENSG00000155256.17	1111	1083	739	1004	1053	1171
GOLGA7B!ENSG00000155265.10	0	0	2	2	0	0
GPR78!ENSG00000155269.11	0	1	0	0	0	0
TRMT44!ENSG00000155275.18	806	648	536	653	657	772
SLC25A28!ENSG00000155287.10	897	754	683	637	684	898
HSPA13!ENSG00000155304.5	3088	2052	1046	2622	2903	2151
SAMSN1!ENSG00000155307.17	105	96	52	93	145	99
USP25!ENSG00000155313.15	3874	3125	2227	3322	3637	3425
GRAMD3!ENSG00000155324.9	182	119	114	155	178	150
ZCCHC10!ENSG00000155329.11	1492	1078	771	1025	1094	1103
C16orf87!ENSG00000155330.9	1934	1432	923	1623	1611	1474
MOV10!ENSG00000155363.18	222	203	206	267	298	251
RHOC!ENSG00000155366.16	182	124	141	203	249	262
PPM1J!ENSG00000155367.15	33	32	30	39	59	59
DBI!ENSG00000155368.16	2958	2337	1627	2862	3204	3274
SLC16A1!ENSG00000155380.11	14228	10935	7499	12121	13601	13019
HEATR3!ENSG00000155393.12	2026	1612	1118	1930	2080	1954
TRIM74!ENSG00000155428.12	0	1	1	1	1	0
NIFK!ENSG00000155438.11	2144	1654	1021	1715	1887	1921
OXA1L!ENSG00000155463.12	8675	7932	6750	6916	7749	9132
SLC7A7!ENSG00000155465.18	120	69	44	72	83	79
MAGEC1!ENSG00000155495.8	0	0	0	0	1	0
LARP1!ENSG00000155506.16	44522	38484	33730	33187	36681	39936
CNOT8!ENSG00000155508.13	3647	3060	2186	2909	3178	3060
GRIA1!ENSG00000155511.17	1	0	0	0	0	0
LRGUK!ENSG00000155530.2	43	46	33	34	45	33
SETD9!ENSG00000155542.11	311	268	146	289	299	315
MIER3!ENSG00000155545.19	2660	1981	1201	2264	2493	2171
NUP205!ENSG00000155561.14	19413	15056	10539	15244	16496	14903
ZKSCAN2!ENSG00000155592.15	860	701	615	618	717	709
C9orf85!ENSG00000155621.14	524	421	282	423	420	490
XAGE2!ENSG00000155622.6	0	0	0	0	0	0
PIK3AP1!ENSG00000155629.14	16054	13162	9831	13104	14587	13763
RBM45!ENSG00000155636.14	791	596	353	617	687	654
C10orf12!ENSG00000155640.6	1120	896	860	759	861	790
TTN!ENSG00000155657.24	750	752	501	781	816	665
VSIG4!ENSG00000155659.14	0	1	0	0	0	0
PDIA4!ENSG00000155660.10	10454	8967	7490	10556	11698	13097
KDM8!ENSG00000155666.11	486	372	315	348	410	412
PDZD9!ENSG00000155714.13	3	2	2	1	6	4
OTOA!ENSG00000155719.16	13	2	2	2	3	6
KCTD18!ENSG00000155729.12	953	808	543	737	841	761
FAM126B!ENSG00000155744.9	4800	3568	2192	3663	4018	3360
ALS2CR12!ENSG00000155749.12	24	21	12	14	16	25
ALS2CR11!ENSG00000155754.14	0	0	0	1	0	0
TMEM237!ENSG00000155755.18	463	362	237	496	494	570
FZD7!ENSG00000155760.2	52	41	18	38	57	42
SPAG17!ENSG00000155761.13	3	1	3	5	1	2
DEPTOR!ENSG00000155792.9	2905	2380	1619	2369	2621	2602
FMN2!ENSG00000155816.19	2	1	1	0	0	0
RNF20!ENSG00000155827.11	3282	2531	1886	2564	2823	2975
CYLC2!ENSG00000155833.14	0	0	0	0	0	0
PPARGC1B!ENSG00000155846.16	2392	2204	1788	1963	2161	2180
ELMO1!ENSG00000155849.15	5670	5008	4337	3536	4014	4506
SLC26A2!ENSG00000155850.7	1530	1257	800	1120	1230	950
LSM11!ENSG00000155858.5	1731	1407	906	1391	1480	1285
MED7!ENSG00000155868.7	554	465	300	440	472	471
SAXO1!ENSG00000155875.13	2	1	0	0	0	0
RRAGA!ENSG00000155876.5	3275	2861	2024	2401	2621	2800
SLC24A2!ENSG00000155886.11	1	2	4	1	1	0
TRIM42!ENSG00000155890.3	0	0	0	0	0	0
PXYLP1!ENSG00000155893.11	119	77	85	137	175	147
ADCY8!ENSG00000155897.9	0	0	0	0	1	0
RASA2!ENSG00000155903.11	2858	2326	1292	2389	2580	2081
RMND1!ENSG00000155906.16	811	635	445	736	835	954
RAET1L!ENSG00000155918.7	0	0	2	0	1	1
SLA!ENSG00000155926.13	1992	1658	1270	1807	2001	2133
TMBIM4!ENSG00000155957.17	291	235	138	208	204	208
VBP1!ENSG00000155959.10	3880	2991	1802	3178	3387	3192
RAB39B!ENSG00000155961.4	709	553	392	591	791	604
CLIC2!ENSG00000155962.12	2	4	3	8	12	9
AFF2!ENSG00000155966.13	8473	7260	6237	5739	6875	6163
MICU3!ENSG00000155970.11	25	19	9	25	35	27
GRIP1!ENSG00000155974.11	17	9	11	18	11	18
VPS37A!ENSG00000155975.9	2013	1725	1205	1546	1797	1727
KIF5A!ENSG00000155980.11	774	745	676	886	899	994
NAT2!ENSG00000156006.4	0	0	0	0	0	0
MAGEA8!ENSG00000156009.9	5	1	5	4	1	6
PSD3!ENSG00000156011.16	3	0	0	5	2	0
CARNMT1!ENSG00000156017.12	1946	1408	856	1855	1864	1607
MCU!ENSG00000156026.14	1513	1227	1044	1328	1373	1600
ELMSAN1!ENSG00000156030.12	10559	9832	9409	7395	8203	8167
CFAP70!ENSG00000156042.17	80	53	33	71	81	48
GNA14!ENSG00000156049.6	1	1	0	0	2	2
FAM161B!ENSG00000156050.8	296	244	175	211	229	235
GNAQ!ENSG00000156052.10	9	9	4	1	0	3
WIF1!ENSG00000156076.9	0	1	0	2	0	3
UGT2B4!ENSG00000156096.12	0	0	0	0	0	0
GPR61!ENSG00000156097.12	9	7	4	4	8	3
MMP16!ENSG00000156103.15	4	1	2	1	2	1
ADK!ENSG00000156110.13	2818	2104	1251	2260	2541	2405
KCNMA1!ENSG00000156113.20	0	0	0	0	0	0
BATF!ENSG00000156127.6	771	761	635	659	783	932
DCK!ENSG00000156136.9	8812	6497	3770	7955	8788	7459
ADAMTS3!ENSG00000156140.8	0	1	0	1	2	1
ALX3!ENSG00000156150.6	0	0	0	0	0	0
DPY19L4!ENSG00000156162.16	659	463	268	535	583	485
NDUFAF6!ENSG00000156170.12	1909	1519	1084	1690	1718	1822
DRAM2!ENSG00000156171.14	2127	2058	1461	1854	2173	2390
C8orf37!ENSG00000156172.5	327	281	177	308	313	297
PPEF2!ENSG00000156194.17	2	0	1	0	2	1
CFAP161!ENSG00000156206.13	2	1	1	2	3	3
ADAMTSL3!ENSG00000156218.12	20	13	13	20	25	18
ART3!ENSG00000156219.16	2	1	1	3	2	4
SLC28A1!ENSG00000156222.11	0	2	0	2	0	0
WHAMM!ENSG00000156232.7	1738	1521	1282	1187	1294	1369
CXCL13!ENSG00000156234.7	0	1	2	3	2	6
N6AMT1!ENSG00000156239.11	396	269	189	306	314	345
RWDD2B!ENSG00000156253.6	1156	934	820	981	1190	1315
USP16!ENSG00000156256.14	4115	3176	2199	3468	3662	3739
CCT8!ENSG00000156261.12	16185	12752	8748	13158	14571	15686
MAP3K7CL!ENSG00000156265.15	69	54	40	65	97	58
NAA11!ENSG00000156269.4	0	0	0	0	0	0
BACH1!ENSG00000156273.15	1265	917	573	941	1157	900
CLDN17!ENSG00000156282.4	0	0	0	0	0	0
CLDN8!ENSG00000156284.5	0	0	0	0	0	0
TSPAN7!ENSG00000156298.12	0	0	0	0	0	0
TIAM1!ENSG00000156299.12	756	744	575	542	623	577
SCAF4!ENSG00000156304.14	7992	7420	7242	5972	6715	7729
RPGR!ENSG00000156313.12	606	468	373	555	611	551
CDK20!ENSG00000156345.17	0	0	0	0	0	0
PCGF6!ENSG00000156374.14	383	290	163	337	362	396
ANKRD9!ENSG00000156381.8	404	426	292	404	495	481
SFR1!ENSG00000156384.14	267	200	129	226	219	190
SORCS3!ENSG00000156395.12	0	0	0	0	0	0
SFXN2!ENSG00000156398.12	2826	2540	1957	2140	2211	2491
C14orf2!ENSG00000156411.9	4307	3858	3349	3336	3758	4837
FUT6!ENSG00000156413.13	1	0	2	1	1	0
TDRD9!ENSG00000156414.18	0	0	0	0	0	0
FGF18!ENSG00000156427.7	12	10	9	17	7	15
PCDH1!ENSG00000156453.13	0	1	0	1	0	1
SH3RF2!ENSG00000156463.17	0	0	0	1	0	0
GDF6!ENSG00000156466.9	2	0	1	0	1	1
UQCRB!ENSG00000156467.9	6892	5436	4588	4826	5575	6788
MTERF3!ENSG00000156469.8	1475	1234	904	1334	1311	1366
PTDSS1!ENSG00000156471.12	16187	13296	9245	13491	14636	15382
PPP2R2B!ENSG00000156475.18	0	0	0	0	1	0
RPL30!ENSG00000156482.10	11987	9857	6405	10118	11222	12609
KCNS2!ENSG00000156486.7	1	3	0	1	4	4
FAM122C!ENSG00000156500.14	169	162	106	97	141	119
SUPV3L1!ENSG00000156502.13	3986	3204	2195	3771	3958	4472
FAM122B!ENSG00000156504.16	3512	2821	1989	3061	3278	2972
EEF1A1!ENSG00000156508.17	22790	18238	12914	21529	24091	24873
FBXO43!ENSG00000156509.13	361	321	214	371	357	356
HKDC1!ENSG00000156510.12	0	0	0	0	0	0
HK1!ENSG00000156515.21	6210	5423	4475	6228	7222	8077
TYSND1!ENSG00000156521.13	1927	1733	1438	2147	2254	2673
PHF6!ENSG00000156531.16	8342	6408	3975	6787	7213	5919
CD109!ENSG00000156535.13	57	53	43	48	58	53
LRFN2!ENSG00000156564.8	0	0	0	0	0	0
NODAL!ENSG00000156574.9	7	9	9	8	19	8
PRG3!ENSG00000156575.2	0	1	2	0	0	1
UBE2L6!ENSG00000156587.15	2741	2515	2238	2269	2749	3188
ZDHHC5!ENSG00000156599.10	8160	7456	5998	6272	7228	7621
MED19!ENSG00000156603.14	795	660	603	568	642	876
ZFAND3!ENSG00000156639.11	3515	3016	2583	2621	3055	3138
NPTN!ENSG00000156642.16	3856	3124	2094	2769	3170	3163
KAT6B!ENSG00000156650.12	8026	6980	6094	8290	8965	9942
SAMD8!ENSG00000156671.12	1282	997	569	1258	1241	1118
RAB11FIP1!ENSG00000156675.15	8872	7552	6237	5609	6361	6235
UNC5D!ENSG00000156687.10	0	0	0	0	1	0
GLYATL2!ENSG00000156689.6	54	67	40	62	63	52
UTP14A!ENSG00000156697.12	3330	2940	2256	2370	2481	3043
AIFM1!ENSG00000156709.13	4739	3785	2669	4068	4529	4971
MAPK13!ENSG00000156711.16	1503	1350	1018	1296	1727	1455
BAG4!ENSG00000156735.10	2181	1859	1301	1673	1962	1760
MS4A1!ENSG00000156738.17	100907	89550	63084	67726	79820	73402
TBC1D31!ENSG00000156787.16	1818	1395	974	1514	1587	1607
WDYHV1!ENSG00000156795.6	423	321	234	364	418	393
ATAD2!ENSG00000156802.12	11637	8859	5983	8801	9475	8305
FBXO32!ENSG00000156804.7	178	117	95	90	95	96
NSMCE2!ENSG00000156831.7	1680	1371	1036	1085	1378	1415
ZNF689!ENSG00000156853.11	1753	1619	1311	1171	1329	1540
PRR14!ENSG00000156858.11	2849	2865	2844	1889	2127	2829
FBRS!ENSG00000156860.15	10215	9917	10824	7313	8313	10648
FRRS1!ENSG00000156869.12	295	217	146	317	373	330
PHKG2!ENSG00000156873.15	1590	1398	1140	1377	1541	1858
HIAT1!ENSG00000156875.13	4692	3949	2550	4493	5017	4881
SASS6!ENSG00000156876.9	2469	1971	1372	1991	2106	2135
COX6A2!ENSG00000156885.5	0	0	0	0	0	0
ITGAD!ENSG00000156886.11	0	1	1	0	1	0
ADGRG4!ENSG00000156920.10	0	1	0	0	0	1
ZIC3!ENSG00000156925.11	0	0	0	0	0	0
MALSU1!ENSG00000156928.4	1304	1074	808	1061	1182	1405
VPS8!ENSG00000156931.15	4253	3401	2415	3268	3751	3272
GALK2!ENSG00000156958.14	763	640	483	602	701	706
LHFPL4!ENSG00000156959.8	7	6	5	4	10	4
